"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"QQWNIAAN","book","1999","Roett, Riordan","Brazil: Politics in a Patrimonial Society","","978-0-275-95900-5","","","","Brazil, occupying nearly 50 percent of the South American continent, has the largest economy and is a major political power in Latin America. In this updated and expanded fifth edition of his text, Roett provides a thorough introduction to the dynamics shaping Brazilian politics, economics, and society, the difficult transition from military to civilian government in the 1980s, and the social issues facing Brazilian leaders as the country enters the 21st century.As Roett makes clear, despite years of economic growth and industrialization, by the late 1990s, Brazil still faces continued and growing challenges to its social cohesiveness and stability. Without greater attention to the basic needs of the Brazilian poor, the fabric of democracy in the New Republic faces formidable challenges. A thorough and engaging resource for all students and scholars of contemporary Latin America and, more specifically, Brazil.","1999","2022-06-21 17:53:55","2022-06-21 17:53:55","","","264","","","","","Brazil","","","","","Greenwood Publishing Group","","en","","","","","Google Books","","Google-Books-ID: BoImpCgiX9IC","","","https://books.google.co.uz/books?id=BoImpCgiX9IC","","Political Science / Comparative Politics; History / Latin America / General; Social Science / Anthropology / Cultural & Social","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"E93UHCE4","book","1985","Sandbrook, Richard; Barker, Judith","The Politics of Africa's Economic Stagnation","","978-0-521-31961-4","","","","African states are not, in any real sense, capitalist states. Elsewhere, the state has played a crucial role in facilitating capitalist expansion, but in postcolonial Africa one finds a form of neopatrimonialism - personal rule - that introduces a variety of economic irrationalities. Productive economic activities are impeded by the political instability, systemic corruption and maladminstration associated with personal rule. In extreme cases, a downward spiral of political-economic decline is set in motion that is difficult to halt and reverse. Is personal rule simply a euphemism for ineptitude and mismanagement? The authors argue that it is not; it operates according to a particular political rationality that shapes a ruler's actions when, in the absence of legitimate authority, he is confronted with the challenge of governing an unintegrated peasant society. Neopatrimonialism is essentially an adaptation of colonial-inspired political institutions to peculiar historical and social conditions. This book focuses on the political factor as an important cause of Africa's economic ills. It analyses the social conditions impelling political adaptation and the consequences of personal rule for economic life, and surveys creative responses to the predicament African people now face.","1985-11-29","2022-06-21 17:53:40","2022-06-21 17:53:40","","","204","","","","","","","","","","Cambridge University Press","","en","","","","","Google Books","","","","","https://books.google.co.uz/books?id=7ZYP0r-mu7UC","","Political Science / General; Political Science / Public Policy / Economic Policy; History / Africa / General","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAW9NVTW","book","2003","Sandbrook, Richard","Civilizing Globalization: A Survival Guide","","978-0-7914-5667-5","","","","Many citizens suspect that the ecological, social, cultural, and political costs of free-market globalization are too high. Yet at the same time they often lack the technical knowledge to assess complex proposals intended to deal with these issues. Written by a uniquely diverse group of academics, policy analysts, and activists, Civilizing Globalization presents in clear, non-technical language the dangers of unfettered global markets, as well as a new vision of globalization regulated to respect social and ecological needs. The contributors show that it is morally and practically imperative to begin thinking about how to deal with this crisis. While no one book can provide a single comprehensive and integrated plan, this volume gives direction and highlights the issues that will be debated for years to come.","2003-01-09","2022-06-21 17:53:07","2022-06-21 17:53:07","","","300","","","","","Civilizing Globalization","","","","","SUNY Press","","en","","","","","Google Books","","","","","https://books.google.co.uz/books?id=XSZD-bpo3S8C","","Social Science / Sociology / General; Political Science / International Relations / General","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7P7UQPMN","book","2000","Sandbrook, Richard","Closing the Circle: Democratization and Development in Africa","","978-1-896357-37-9","","","","Closing the Circle is a provocative, sober analysis of the struggles to construct democracy in Africa. Well-known African Studies scholar Richard Sandbrook argues that Africa's problems will not be solved until order is created. And in the creation of order, politics is primary. In this his eighth book on Africa, Sandbrook explores the realities and possibilities of democracy in Africa. He argues for the necessity of a ""virtuous"" and self-reinforcing circle of civil and political rights, growing prosperity, and state renovation. In the end, says Sandbrook, Africa's tragedy is that external as well as internal constraints operate--and that both require attention. He makes a radical call for a supportive social-democratic reform of globalization.","2000","2022-06-21 17:52:50","2022-06-21 17:52:50","","","193","","","","","Closing the Circle","","","","","Between The Lines","","en","","","","","Google Books","","Google-Books-ID: rnXxDQW9VL0C","","","https://books.google.co.uz/books?id=rnXxDQW9VL0C","","Political Science / History & Theory; Social Science / Developing & Emerging Countries; Political Science / International Relations / General; Business & Economics / Economics / Comparative","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BXW2WLBE","book","2018","Larson, Magali Sarfatti","Behind the Postmodern Facade: Architectural Change in Late Twentieth-Century America","","978-0-520-30153-5","","","","Magali Larson's comprehensive study explores how architecture ""happens"" and what has become of the profession in the postmodern era. Drawing from extensive interviews with pivotal architects—from Philip Johnson, who was among the first to introduce European modernism to America, to Peter Eisenman, identified with a new ""deconstructionist"" style—she analyzes the complex tensions that exist between economic interest, professional status, and architectural product. She investigates the symbolic awards and recognition accorded by prestigious journals and panels, exposing the inner workings of a profession in a precarious social position. Larson captures the struggles around status, place, and power as architects seek to redefine their very purpose in contemporary America. The author's novel approach in synthesizing sociological research and theory proposes nothing less than a new cultural history of architecture. This is a ground-breaking contribution to the study of culture and the sociology of knowledge, as well as to architectural and urban history. This title is part of UC Press's Voices Revived program, which commemorates University of California Press’s mission to seek out and cultivate the brightest minds and give them voice, reach, and impact. Drawing on a backlist dating to 1893, Voices Revived makes high-quality, peer-reviewed scholarship accessible once again using print-on-demand technology. This title was originally published in 1993 with a paperback edition in 1995.","2018-08-14","2022-06-21 17:50:14","2022-06-21 17:50:14","","","340","","","","","Behind the Postmodern Facade","","","","","Univ of California Press","","en","","","","","Google Books","","Google-Books-ID: 17jADwAAQBAJ","","","https://books.google.co.uz/books?id=17jADwAAQBAJ","","Architecture / History / General","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9LACMD48","book","2014","Scaff, Lawrence","Weber and the Weberians","","978-1-137-00626-4","","","","Understanding Max Weber&#39;s contribution to social theory is vital for students and scholars of social science. This insightful text offers critical discussion of Weber&#39;s ideas, focusing on their uses - how they have been appropriated and applied to contemporary events. Written by one of the world&#39;s leading Weber scholars, this is an essential read.","2014-05-30","2022-06-21 17:49:14","2022-06-21 17:49:14","","","216","","","","","","","","","","Macmillan International Higher Education","","en","","","","","Google Books","","Google-Books-ID: P9wcBQAAQBAJ","","","https://books.google.co.uz/books?id=P9wcBQAAQBAJ","","Political Science / History & Theory; Social Science / Sociology / General; Philosophy / Political; Philosophy / Social; Social Science / Regional Studies; Social Science / Anthropology / General; Religion / Philosophy","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X34XBB97","book","2002","Tomba, Luigi","East Asian Capitalism: Conflicts, Growth and Crisis","","978-88-07-99057-1","","","","L'Annale raccoglie i risultati di una ricerca comparativa promossa dalla Fondazione, che ha coinvolto studiosi europei, asiatici, americani e australiani, sullo sviluppo e i conflitti sociali in Asia orientale.","2002","2022-06-21 17:48:44","2022-06-21 17:48:44","","","576","","","","","East Asian Capitalism","","","","","Feltrinelli Editore","","en","","","","","Google Books","","Google-Books-ID: ENp7K3UjqIwC","","","https://books.google.co.uz/books?id=ENp7K3UjqIwC","","Business & Economics / Economic History","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JV3WLSCA","book","1998","Searle, Peter","The Riddle of Malaysian Capitalism: Rent-Seekers or Real Capitalists?","","978-0-8248-2053-4","","","","Is capitalism in Southeast Asia &#39;real&#39; or a &#39;chimera&#39;, that is, some Southeast Asian derivative of capitalism that ultimately will not be sustainable? Malaysia, where an intimate relationship has been forged between the state and business in an effort to create Malay capitalists, presents an interesting and illuminating case in the debate. In this work Peter Searle identifies the complex interaction between the state, the dominant political party (UMNO) and business as the source of dynamism or defeat in the development of Malay capitalists. He also challenges a common view that Chinese business groups are completely different from Malay business groups.  Overall this study argues against drawing sharp contrasts between dependency and self-reliance, between state and capital, and between rent-seekers and true &#39;productive&#39; capitalists. For it is from that amalgam of categories and groups the study concludes that a form of capitalism is emerging in Malaysia which is nonetheless remarkably dynamic and resilient, despite its unorthodox origins.","1998-11-01","2022-06-21 17:46:50","2022-06-21 17:46:50","","","344","","","","","The Riddle of Malaysian Capitalism","","","","","University of Hawaii Press","","en","","","","","Google Books","","Google-Books-ID: XpuovMTBl2MC","","","https://books.google.co.uz/books?id=XpuovMTBl2MC","","Business & Economics / Economics / General; Business & Economics / International / General","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4UWZFF5F","book","2017","Lim, Linda Y. C.","Business, Government and Labor: Essays on Economic Development in Singapore and Southeast Asia","","978-981-322-525-1","","","","Business, Government and Labor in the Economic Development of Singapore and Southeast Asia analyzes the inter-linked and evolving roles of private sector business, government public policy, and labor markets in the economic development of Singapore and its Southeast Asian neighborhood. It does this through 16 essays written by Prof. Linda Y C Lim, an early and long-established scholar of these subjects, and published over a 35-year period. For Singapore, often considered the world&#39;s most successful economy, the essays highlight the determining role of government&#39;s industrial and social policy through to the present day, when the growth model of the past faces many external market and domestic resource constraints. In the rest of Southeast Asia, in contrast, the essays explore how private sector business, dominated by the locally-domiciled ethnic Chinese minority, thrived and drove economic growth in underdeveloped markets with imperfect institutions, and consider if and how this might change with China&#39;s increasing presence in the regional economy. A final set of essays analyzes the forces underlying women&#39;s employment, from labor-intensive Southeast Asian export factories in the 1980s to Singapore&#39;s foreign-labor-dependent economy and its current productivity challenges. Taken together, the essays show how government, business and labor interact in the process of economic development.","2017-12-07","2022-06-21 17:34:07","2022-06-21 17:34:07","","","422","","","","","Business, Government and Labor","","","","","World Scientific","","en","","","","","Google Books","","Google-Books-ID: IPlGDwAAQBAJ","","","https://books.google.co.uz/books?id=IPlGDwAAQBAJ","","Business & Economics / Development / Economic Development; Business & Economics / International / General; Business & Economics / Globalization","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WCS5EZ32","book","2003","Zhang, Yumei","Pacific Asia","","978-1-134-66777-2","","","","Pacific Asia has witnessed arguably the most dynamic economic growth and social transformation in the world since 1945. Inspired by the example of Japan, a number of high performing economies have emerged in the region. Pacific Asia explores this extraordinary pace of development and explains the various factors that lie behind it. It introduces the complex politics of development and sets Pacific Asia in its geographical and socio-cultural context. As well as Japan, the role model of development, Pacific Asia examines the experiences of Malaysia, Indonesia, Thailand, Singapore, South Korea and Taiwan.","2003-09-02","2022-06-21 17:33:14","2022-06-21 17:33:14","","","201","","","","","","","","","","Routledge","","en","","","","","Google Books","","Google-Books-ID: Gx2EAgAAQBAJ","","","https://books.google.co.uz/books?id=Gx2EAgAAQBAJ","","History / General; Political Science / Public Policy / Economic Policy; Political Science / World / Asian; History / Asia / General; History / Australia & New Zealand","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BPX6FZHA","book","1985","Young, Crawford; Turner, Thomas Edwin","The Rise and Decline of the Zairian State","","978-0-299-10113-8","","","","Zaire, apparently strong and stable under Presdident Mobutu in the early 1970s, was bankrupt and discredited by the end of that decade, beset by hyperinflation and mass corruption, the populace forced into abject poverty. Why and how, in a new african state strategically located in Central Africa and rich in mineral resources, did this happen? How did the Zairian state become a “parasitic predator” upon its own people?","1985","2022-06-21 17:31:11","2022-06-21 17:31:11","","","522","","","","","","","","","","University of Wisconsin Pres","","en","","","","","Google Books","","Google-Books-ID: R5pJxgosjIIC","","","https://books.google.co.uz/books?id=R5pJxgosjIIC","","Political Science / General; History / General; Social Science / Sociology / General; Political Science / International Relations / General; Political Science / World / African; Biography & Autobiography / Political; History / Africa / Central","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XRC8HZLB","book","2016","Swedberg, Richard; Agevall, Ola","The Max Weber Dictionary: Key Words and Central Concepts, Second Edition","","978-1-5036-0022-5","","","","Max Weber is one of the world's most important social scientists, but he is also one of the most notoriously difficult to understand. This revised, updated, and expanded edition of The Max Weber Dictionary reflects up-to-the-moment threads of inquiry and introduces the most recent translations and references. Additionally, the authors include new entries designed to help researchers use Weber's ideas in their own work; they illuminate how Weber himself thought theorizing should occur and how he went about constructing a theory. More than an elementary dictionary, however, this work makes a contribution to the general culture and legacy of Weber's work. In addition to entries on broad topics like religion, law, and the West, the completed German definitive edition of Weber's work (Max Weber Gesamtausgabe) necessitated a wealth of new entries and added information on topics like pragmatism and race and racism. Every entry in the dictionary delves into Weber scholarship and acts as a point of departure for discussion and research. As such, this book will be an invaluable resource to general readers, students, and scholars alike.","2016-09-07","2022-06-21 17:30:48","2022-06-21 17:30:48","","","470","","","","","The Max Weber Dictionary","","","","","Stanford University Press","","en","","","","","Google Books","","Google-Books-ID: PafEDAAAQBAJ","","","https://books.google.co.uz/books?id=PafEDAAAQBAJ","","Social Science / Sociology / General; Philosophy / Social; Social Science / Reference","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SQTVBUAX","book","2008","Van Zon, Hans","Russia's Development Problem: The Cult of Power","","978-0-230-54278-5","","","","""This book argues that Russia has struggled under autocratic power and that this continues to affect economic development today. A 'cult of power' has underpinned legal nihilism, distrust, secrecy and aversion to transparency and accountability. Informal institutions are more important than formal institutions, and influence macroeconomic development. Property and power are merged, while property rights are weakly developed. Russia does not only face market failure, but also hierarchy and network failure. A system of values and social practices, with deep historic roots, constitutes perhaps the most formidable obstacle to social and economic development."" ""By exploring the operating mechanisms of the Russian economy in a comparative perspective, and with fascinating insights into how Russian path dependence continues to exert an influence on modern-day Russia and limit its development, this book is essential reading for all those interested in the Russian economy and modern Russian history.""--BOOK JACKET.","2008-10-31","2022-06-21 17:27:57","2022-07-01 04:12:36","","","220","","","","","Russia's Development Problem","","","","","Palgrave Macmillan","","en","","","","","Google Books","","Google-Books-ID: yGIoAQAAIAAJ","","","https://books.google.co.uz/books?id=yGIoAQAAIAAJ","","Business & Economics / Economics / General; Political Science / Public Policy / Economic Policy; Business & Economics / International / Economics & Trade; Political Science / Political Economy; Social Science / Anthropology / Cultural & Social; Business & Economics / International / General; Business & Economics / Urban & Regional","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WFYC623F","book","2007","Bo, Zhiyue","China's Elite Politics: Political Transition and Power Balancing","","978-981-270-041-4","","","","China&#39;s Elite Politics provides a new theoretical perspective on elite politics in China and uses this theoretical perspective to explain power transfer from Jiang Zemin to Hu Jintao and political dynamics between different factional groups since the Sixteenth Party Congress of November 2002. It explains the transition in structural terms, presents characteristics of China&#39;s political elites, and analyzes the balance of power among formal institutions as well as among factional groups. It also examines political interactions between Jiang Zemin and his cronies on the one side and Hu Jintao and his allies on the other over a number of issues: the epidemic of severe acute respiratory syndrome (SARS); ideological institutionalization; the politics over economic overheating; Jiang Zemin&#39;s complete retirement; and Hu Jintao&#39;s power consolidation in both ideological and personnel terms.","2007","2022-06-21 17:24:43","2022-06-21 17:24:43","","","467","","","","","China's Elite Politics","","","","","World Scientific","","en","","","","","Google Books","","Google-Books-ID: ltxoDQAAQBAJ","","","https://books.google.co.uz/books?id=ltxoDQAAQBAJ","","Political Science / General; Political Science / International Relations / General; Political Science / Political Economy","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"44IDHDG7","book","1976","Chang, Chun","Factional and Coalition Politics in China: The Cultural Revolution and Its Aftermath","","978-0-275-00920-5","","","","Since 1949 and the founding of the People's Republic, China has been involved in more than one territorial dispute with its neighbours. Currently the most unstable and dangerous dispute is the one over the Paracel and Spratly islands in the South China Sea. With their potentially rich and accessible petroleum resources, these islands have become the new arena of conflict for the 1970s and 1980s, China having already fought a war with South Vietnam over the Paracel Islands. This book, based on a wealth of primary materials in the Chinese language, is the first to make a thorough and overall investigation of China's policy towards these islands. It deals with the battle for the Paracels, the dispute with Vietnam, the disputes with the Philippines and Malaysia, and the relationship between the territorial disputes and China's maritime claims in the South China Sea.","1976","2022-06-21 17:17:59","2022-06-21 17:19:04","","","168","","","","","Factional and Coalition Politics in China","","","","","Praeger","","en","","","","","Google Books","","Google-Books-ID: w3AFAQAAIAAJ","","","https://books.google.co.uz/books?id=w3AFAQAAIAAJ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WNVCDUZI","book","2009","Kipnis, Andrew B.; Tomba, Luigi; Unger, Jonathan","Contemporary Chinese Society and Politics","","978-0-415-45752-1","","","","Chinese society and its political system are predicated on traditions of governing that are deeply alien to most readers from liberal, Western powers. Chinese governance reflects both a long, indigenous tradition of statecraft and the Leninist legacies of the People's Republic's ruling Communist Party. As China becomes ever more powerful - economically, diplomatically, militarily, and culturally - it becomes increasingly important to understand its governing dynamics. But to what extent can social-science theories of political rule, hierarchy and power, class formation, economic development, urbanization, and demographic and family transition, which were developed in Western contexts, explain China's societal and political dynamics? What sorts of theoretical language have emerged from the study of Chinese society and politics, and how might these theories enable social scientists to view social and political dynamics in other parts of the world in a new light?"" This new four-volume work explores and answers these and other urgent questions by collecting the best foundational and cutting-edge scholarship on Mao-era and contemporary Chinese society and politics. The collection adopts a dual approach. On the one hand, to address the increasing fascination about China among Western scholars and students from a number of disciplines, it collects the best work that empirically describes Chinese society and its politics. On the other hand, to examine the theoretical implications of the study of Chinese society for Western social science, it also brings together the best work to have used empirical examinations of the People's Republic to interrogate theories developed in Western contexts or to develop new theoretical positions.The editors have in particular paid especial attention to cases where debates have arisen about the proper ways of describing and theorizing Chinese governance and social dynamics.","2009","2022-06-21 17:17:34","2022-06-21 17:17:34","","","492","","","","","","","","","","Routledge","","en","","","","","Google Books","","Google-Books-ID: j2MnAQAAIAAJ","","","https://books.google.co.uz/books?id=j2MnAQAAIAAJ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LXHNUFC5","book","2009","Dittmer, Lowell","Modernizing Chinese Informal Politics","","978-0-415-45748-4","","","","","2009","2022-06-21 17:16:52","2022-06-21 17:16:52","","","33","","","","","","","","","","Routledge","","en","","","","","Google Books","","Google-Books-ID: Z1zbtAEACAAJ","","","https://books.google.co.uz/books?id=Z1zbtAEACAAJ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"F3FIGIMR","book","2012","Guo, Sujian","Chinese Politics and Government: Power, Ideology and Organization","","978-1-136-25685-1","","","","Over the past two decades, China’s political reforms, open-door policy, dramatic economic growth, and increasingly assertive foreign policy have had an unprecedented regional and global impact. This introductory textbook provides students with a fundamental understanding of government and politics in China as well as the conceptual ability to explore the general patterns, impacts, and nature of continuities and changes in Chinese politics. Further, it equips students with analytical frameworks by which they can understand, analyse and evaluate the major issues in Chinese politics, including:    The basic methodologies and theoretical controversies in the study of Chinese politics.  The major dimensions, structures, processes, functions and characteristics of the Chinese political system, such as ideology, politics, law, society, economy, and foreign policy.  The impact of power, ideology, and organization on different spheres of Chinese society. The structure, process, and factors in Chinese foreign policy making. Whether China is a ""strategic partner"" or ""potential threat"" to the United States.    By examining contending theoretical models in the study of Chinese politics, this book combines an essentialist approach that keeps focus on the fundamental, unique and defining features of Chinese politics and government with other theoretical approaches or analytical models which reveal and explore the complexities inherent in the Chinese political system.   Extensively illustrated, the textbook includes maps, photographs and diagrams, as well as providing questions for class discussions and suggestions for further reading. Written by an experienced academic with working knowledge of the Chinese Government, this textbook will provide students with a comprehensive introduction to all aspects of Chinese Politics.","2012-09-10","2022-06-21 14:54:14","2022-06-21 14:54:14","","","353","","","","","Chinese Politics and Government","","","","","Routledge","","en","","","","","Google Books","","Google-Books-ID: 4kVtEAAAQBAJ","","","https://books.google.co.uz/books?id=4kVtEAAAQBAJ","","Political Science / General; Social Science / Regional Studies; Social Science / Ethnic Studies / General; Political Science / American Government / General","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MK5TUMYF","book","2013","Jia, Ruixue","Complementary Roles of Connections and Performance in Political Selection in China","","","","","","Who becomes a top politician in China? We focus on provincial leaders, a pool of candidates for top political office, and examine how their chance of being promoted depends on performance - measured by provincial economic growth - and connections with top politicians - measured by past joint work in the same branch of government. A simple theoretical framework suggests that performance and connections may interact, an aspect ignored in the previous literature. Over the period 1993-2009, we find a positive correlation between promotion and growth that is robustly stronger for connected provincial leaders than for unconnected ones. This evidence indicates that performance and connections are complements in the Chinese political selection process. Auxiliary evidence suggests that the documented promotion pattern does not distort the allocation of talent.","2013","2022-06-21 14:29:29","2022-06-21 14:29:29","","","44","","","","","","","","","","Centre for Economic Policy Research","","en","","","","","Google Books","","Google-Books-ID: cP0UngEACAAJ","","","https://books.google.co.uz/books?id=cP0UngEACAAJ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JCFLW9TV","book","2013","Lusher, Dean; Koskinen, Johan; Robins, Garry","Exponential Random Graph Models for Social Networks: Theory, Methods, and Applications","","978-0-521-19356-6","","","","""Exponential random graph models (ERGMs) are a class of statistical models for social networks. They account for the presence (and absence) of network ties and so provide a model for network structure. An ERGM models a given network in terms of small local tie-based structures, such as reciprocated ties and triangles. A social network can be thought of as being built up of these local patterns of ties, called network configurations xe ""network configurations"" , which correspond to the parameters in the model. Moreover, these configurations can be considered to arise from local social processes, whereby actors in the network form connections in response to other ties in their social environment. ERGMs are a principled statistical approach to modeling social networks. They are theory-driven in that their use requires the researcher to consider the complex, intersecting and indeed potentially competing theoretical reasons why the social ties in the observed network have arisen. For instance, does a given network structure occur due to processes of homophily xe ""actor-relation effects:homophily"" , xe ""homophily"" \t ""see actor-relation effects"" reciprocity xe ""reciprocity"" , transitivity xe ""transitivity"" , or indeed a combination of these? By including such parameters together in the one model a researcher can test these effects one against the other, and so infer the social processes that have built the network. Being a statistical model, an ERGM permits inferences about whether, in our network of interest, there are significantly more (or fewer) reciprocated ties, or triangles (for instance), than we would expect""--","2013","2022-06-21 14:28:52","2022-06-21 14:28:52","","","361","","","","","Exponential Random Graph Models for Social Networks","","","","","Cambridge University Press","","en","","","","","Google Books","","Google-Books-ID: gyKypohCjDcC","","","https://books.google.co.uz/books?id=gyKypohCjDcC","","Business & Economics / Organizational Behavior; Social Science / Research; FAMILY & RELATIONSHIPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XMRRYPCG","book","2001","Li, Cheng","China's Leaders: The New Generation","","978-0-8476-9497-6","","","","Who will govern China at the dawn of the twenty-first century? What are the social backgrounds and career paths of the new generation of leaders? How do they differ from their predecessors in their responses to perplexing economic and sociopolitical challenges? Drawing upon a wealth of both quantitative and qualitative data on the so-called fourth generation of leaders--those who were young during the Cultural Revolution--Cheng Li sheds valuable light on these key questions. He shows that this group is more diversified than previous generations of CCP leaders in formative experiences, political solidarity, ideological conviction, and occupational background. The author explores the contradictions between political leaders and non-elite peers in the same generation--those approaching middle age who were barred from education during the Mao era and now often are unemployed and disenchanted with the government. The book concludes with the intriguing notion that this generation of leaders may have a better understanding of its peers' needs and concerns and therefore may make the regime more accountable to its people, thus contributing to, rather than opposing, democratic development.","2001","2022-06-21 14:24:56","2022-06-21 14:24:56","","","308","","","","","China's Leaders","","","","","Rowman & Littlefield","","en","","","","","Google Books","","Google-Books-ID: LUcNg8xYHtEC","","","https://books.google.co.uz/books?id=LUcNg8xYHtEC","","Political Science / Political Process / Leadership; Political Science / Political Ideologies / Communism, Post-Communism & Socialism","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DTUGBC7S","book","2005","Solimano, Andrés","Political Crises, Social Conflict and Economic Development: The Political Economy of the Andean Region","","978-1-84542-571-5","","","","The contributors to this authoritative volume analyze the impact of political crises and social conflict on economic performance in the Andean region of Latin America.","2005-01-01","2022-06-21 14:23:49","2022-06-21 14:23:49","","","368","","","","","Political Crises, Social Conflict and Economic Development","","","","","Edward Elgar Publishing","","en","","","","","Google Books","","Google-Books-ID: XUKSfIrQe0AC","","","https://books.google.co.uz/books?id=XUKSfIrQe0AC","","Business & Economics / Economics / General; Political Science / Political Economy","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ABK3I7XF","book","2013","Lusher, Dean; Koskinen, Johan; Robins, Garry","Exponential Random Graph Models for Social Networks: Theory, Methods, and Applications","","978-0-521-19356-6","","","","""Exponential random graph models (ERGMs) are a class of statistical models for social networks. They account for the presence (and absence) of network ties and so provide a model for network structure. An ERGM models a given network in terms of small local tie-based structures, such as reciprocated ties and triangles. A social network can be thought of as being built up of these local patterns of ties, called network configurations xe ""network configurations"" , which correspond to the parameters in the model. Moreover, these configurations can be considered to arise from local social processes, whereby actors in the network form connections in response to other ties in their social environment. ERGMs are a principled statistical approach to modeling social networks. They are theory-driven in that their use requires the researcher to consider the complex, intersecting and indeed potentially competing theoretical reasons why the social ties in the observed network have arisen. For instance, does a given network structure occur due to processes of homophily xe ""actor-relation effects:homophily"" , xe ""homophily"" \t ""see actor-relation effects"" reciprocity xe ""reciprocity"" , transitivity xe ""transitivity"" , or indeed a combination of these? By including such parameters together in the one model a researcher can test these effects one against the other, and so infer the social processes that have built the network. Being a statistical model, an ERGM permits inferences about whether, in our network of interest, there are significantly more (or fewer) reciprocated ties, or triangles (for instance), than we would expect""--","2013","2022-06-21 14:23:08","2022-06-21 14:23:08","","","361","","","","","Exponential Random Graph Models for Social Networks","","","","","Cambridge University Press","","en","","","","","Google Books","","Google-Books-ID: gyKypohCjDcC","","","https://books.google.co.uz/books?id=gyKypohCjDcC","","Business & Economics / Organizational Behavior; Social Science / Research; FAMILY & RELATIONSHIPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
